FRAUD  - 

Time V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 Amount class
-1.1152878574425795 -19.1397328634111 9.28684735978866 -20.134992104854 7.81867331002574 -15.652207677206302 -1.66834770694329 -21.3404780994803 0.6418997011947 -8.55011032700099 -16.6496281595399 4.81815244707108 -9.44531478308794 1.3170562933234098 -7.24346097400378 0.830910291033798 -9.533257050393189 -18.750641147467398 -8.09264877340557 3.32675827497024 0.42720343146936 -2.1826919456095504 0.5205430723666421 -0.7605564151887328 0.6627666383972359 -0.948454306235033 0.12179592582979301 -3.3818429293561 -1.2565236213625801 0.20610286556509647 1
-1.0375841188797272 -1.51924353075082 2.3084924536764304 -1.50359931953802 2.06410058377601 -1.00084505842829 -1.01689703316417 -2.0597305199012603 -0.275166374590629 -1.56220609694371 -2.75579692797163 3.4382482599043103 -3.5215293601365096 -0.918761288376486 -4.45210024854037 0.499313753853031 -2.9079034343997097 -5.248646395279191 -0.936814652613817 1.16012029433585 0.17501855224789803 1.3078714318706899 0.10282564413918302 -0.0177462832428156 0.14969592567321902 -0.0966024680642115 -0.36911456772013596 -0.0192440931269227 -0.20831909164279003 -0.3492313067728856 1
0.7238059114969032 0.290155157802135 0.0492431315858544 -0.7405236661026908 2.86546277005979 1.3952939156864301 -0.5351632788921901 0.142543369971437 -0.22276970702063104 -1.46369065190782 1.71353755281029 -1.12757349175133 -0.708657345883242 0.27218607740634304 0.27471029150754 0.235191951820748 -0.46355270918631303 0.47299539074794394 -0.44789915630515004 1.79092414652793 0.247579534584332 0.337348848382748 1.0181905775270401 0.30355001077675203 0.8338861197525741 -1.22230609676666 2.7452606721766 -0.220401600319897 0.168232740494181 -0.3245231340943491 1
-1.0617586153215035 -4.617461029179861 3.6633952531875598 -5.29744641020372 3.88095965427288 -3.26355091342907 -0.918546733700683 -5.7152620778107 0.831039550183167 -2.4570337784101497 -5.726817096329611 3.52572598717089 -6.48911156043177 -1.01279063167124 -7.05231095228929 0.7844454032924201 -6.77397674966222 -8.58807007314333 -4.51089174541971 1.1478778383491202 -0.34645583270524005 2.69817489528664 -0.0270808907137453 0.36677523031311204 -0.12301144166266302 -0.300456526768528 -0.239996239629945 -0.183463054061235 -0.0733597031884566 -0.3492313067728856 1
-0.19459331612956565 -1.7567118508364998 3.26657425418237 -4.15338789695403 3.9245256135755495 -1.7537718434176002 -1.0057867792296 -4.31321717578502 1.56071190324579 -3.29567366751075 -6.2133552491157005 4.52299197543382 -6.6528440527591 -0.12468523386066001 -8.60448620191387 0.110359314846888 -5.94548061159606 -9.33893779428438 -2.39019258818085 3.18415235636348 0.874720103498016 0.9114274418712959 0.0530612807310541 -0.367700953962814 -0.7763377558405959 0.292093831084717 0.025999713844171005 1.0629681996854 0.501148168228208 -0.3492313067728856 1
-0.8798602701437483 0.206075454303215 1.38735982061524 -1.045286987034 4.228686193690759 -1.64754917421782 -0.18089694621866603 -2.9436775747686204 0.8591555332660871 -1.18174300683428 -3.0965035986871703 3.20091235546057 -2.45083242908802 0.316619878616412 -6.39717031528651 -2.12972836543767 -2.42737307534442 -4.44847225233098 -1.2122204498873501 0.0346554556282822 0.351484399563241 0.46919942584802 0.34493046419586504 -0.203799378001586 0.37664037848785603 0.7154854895143871 0.226002880910544 0.6285446163027572 0.319917987612491 -0.3501908474594307 1
-1.1148877568917137 -20.9069081014654 9.84315322329519 -19.947726046163 6.155788648495151 -15.142013159868 -2.2395656481420003 -21.234463154097604 1.15179506554623 -8.73967037069304 -18.2711681738888 4.677349296572451 -9.58356643737056 1.03516582361622 -8.199690028918411 -0.32651888245128996 -8.37643882097816 -18.4854603221489 -7.58997395860914 1.1266403652791999 0.39665484507957505 -1.97719619445615 0.652931885295435 -0.519776859411322 0.541701730134149 -0.0538607606750096 0.112670774311131 -3.76537100922261 -1.07123831223447 -0.3492313067728856 1
-0.019686201630094165 -13.0865194204794 7.35214833905529 -18.256576111808 10.6485054461688 -11.7314764509112 -3.6591674056914503 -14.873657964607501 8.81047267511276 -5.4182040716445 -13.2025771482197 6.357227363436261 -15.5316111795156 0.659694875353275 -11.412329595125199 -2.4475760743183903 -9.833743020988411 -18.174617434907102 -7.269904593126 0.623796611777714 -1.37629840858733 2.7611570593153 -0.266161809571132 -0.412860724865388 0.519952215674181 -0.743908960008006 -0.167808225140728 -2.4983002521880002 -0.711066151912636 -0.23204740042856412 1
-0.22910725312265906 -0.433222446537596 2.42837911824053 -3.9964543973816204 4.871298540951059 -1.7963078560437 -0.586867589935922 -4.65454261848565 1.28522967071729 -2.7435388158994902 -5.638941312848071 4.3437434980468 -6.65573446968769 -0.293108662762872 -9.50514082568186 -1.3961490593192198 -4.85032315924603 -10.006252828239301 -2.7895981122938798 0.98258385892977 0.745029329890697 0.7135588217869541 -0.408953595906886 -0.320889532152165 -0.8042302751679841 0.962851575679124 0.199558010666927 1.09453318209808 0.541147567735467 -0.3492313067728856 1
-0.2111027283337055 -1.43086372778891 -0.802528699267131 1.1233202999944498 0.389760264731692 -0.28121353440427804 -0.055123492429819 1.3262324890933301 0.195699815379613 -0.546889550453909 -0.71347376073502 1.27462907751277 0.0236821347785728 -1.52169610821701 0.7272420858148481 0.166504662441577 0.34803759156513503 -0.5663900830288 0.21601610176729102 -1.14037564250718 0.6341842899336539 0.325575470468413 0.0140018451191784 0.8449460158478721 0.11496288454233501 0.15636481054339302 -0.619437446641754 -0.120351072821334 0.0355941733717493 1.0634124881312121 1
-0.5602852196207554 -13.1926709562391 12.785970638297998 -9.90665002092758 3.32033688288942 -4.801175932301049 5.760058556185559 -18.7508891580107 -37.3534426378925 -0.391539743919107 -5.0525023671385805 4.40680552357904 -4.61075647740608 -1.9094879697081102 -9.07271093398351 -0.226074450896345 -6.211557482124849 -6.24814535335983 -3.1492466947009503 0.0515761185277783 -3.4930499151944603 27.2028391573154 -8.88701714094871 5.303606903769981 -0.639434802306313 0.263203123457008 -0.108876929971315 1.26956635541013 0.9394073627588772 -0.3492313067728856 1
1.2437049904612003 -0.613695895305449 3.6987724138472498 -5.53494116176501 5.620486385358549 1.6492628503879199 -2.3351449809138503 -0.9071884727774209 0.7063620953106509 -3.74764612466131 -4.23098383571181 4.43631907416962 -4.503801216416219 -0.954361345864011 -9.861372107651661 -0.505329037399437 0.269281953090911 0.591319064375358 1.79599192045908 -1.08520791024384 0.354772932978025 0.319260753518317 -0.471378905146116 -0.075890410682347 -0.6679092648579871 -0.642848415713801 0.0706001067101182 0.48840952781543895 0.292344974289491 -0.35322939296682354 1
-1.42408125101593 -24.590244769046503 14.044566781510598 -26.278700586614498 6.32008926518927 -18.2245126736673 -4.60996782569686 -17.6810033715155 16.2136267471409 -3.7940934687741397 -8.37275316035861 4.90168265513877 -6.87283866404082 0.7697767627345009 -6.82658448658054 -0.0544341798176028 -6.084952665035829 -12.375270529796 -4.810344741266991 0.9367422379366079 1.6492020222957098 1.77706277243531 -1.80487368611576 -1.14060456917063 0.152234466415679 1.7159970240325702 -0.22047119903665 1.4349505814348302 0.42249185776266607 0.046539245565032604 1
-1.3082837284259234 0.28795277152752896 1.7287346452116201 -1.65217304572257 3.81354418795523 -1.0909271539131802 -0.9847446656245892 -2.20231792699069 0.555087932252191 -2.03389204830362 -2.7341555550721095 2.36843367282003 -3.65680265130054 -0.16953468330473098 -4.74441333023745 0.7651928292943041 -2.47951355643698 -4.9311119682985805 -2.5474025273605094 -0.90268980289448 0.265250210286539 0.262201510185118 -0.633527564205563 0.0928910102678184 0.18761265555619602 0.36870835440963895 -0.132474029018571 0.57656075692479 0.309842705461879 -0.35322939296682354 1
1.0022548369756548 -1.17218291948653 1.66171286952217 -3.04963701906308 2.5550584339002405 3.66903461419474 -3.1629983722747497 -5.98564011625334 -2.17993523861597 -1.12029227657092 -3.07555830950402 0.9974487632453571 -3.19191476820242 -1.51485677577243 -4.2672960668817 -0.159553975172285 -2.91646262843242 -2.81990611139418 -1.4172308009365202 0.32519494288717 0.548106363466502 -0.812097797287015 -0.295360725931063 -5.98880644277407 0.7143808012253459 -1.6000235915078798 -0.6347829342679271 0.822713228036362 0.494375178430933 -0.3452332205789477 1
1.5905921680617052 1.9919760961758999 0.158475887304227 -2.5834406450351604 0.40866999299844103 1.1511470607793701 -0.0966947441848027 0.223050267455537 -0.0683838777747007 0.5778293838448729 -0.888721675865145 0.49114024165678904 0.728903319843614 0.380428045513993 -1.94888334870021 -0.8324981363008721 0.519435549203291 0.903562376617253 1.19731471799372 0.593508846946918 -0.0176522567052908 -0.164350327825504 -0.29513516685155894 -0.0721725311018398 -0.45026131342332104 0.313266608995469 -0.28961658569688203 0.0029875822434290698 -0.0153088128485981 -0.1831907871386423 1
0.9793227580339351 -6.352336910966559 -2.3703351500766403 -4.87539667887196 2.3350445311619703 -0.809554897212021 -0.413647316208307 -4.08230817063438 2.23908947335972 -1.98635950470675 -5.16533081830893 2.9429391648776697 -4.1257222419036506 -0.43309439526029403 -3.5181311704857006 0.42077738709571205 -5.104479839303121 -7.9253889983054995 -3.4157067150870497 0.71833237368083 0.18689830450765602 1.32521840044042 1.2267448756108899 -1.4852168616856998 -1.47073226048821 -0.24005339297160896 0.112972036960476 0.9105906438028171 -0.650943712766886 0.42903615173907683 1
-1.8151900684489524 -2.16992897559082 3.6396539992044 -4.508497786177281 2.73066814884895 -2.12269287053048 -2.34101682766366 -4.23525308290613 1.7035376576350802 -1.30527913344307 -6.716720022712701 6.35361231915591 -8.60164826276464 0.449930038237225 -7.506169374081451 -0.43808178181246704 -3.69451599830956 -6.30475338603049 -1.26758712788115 0.357987030484253 0.5007790539507 0.6451032756213779 -0.503529448911197 -0.0005228218182992269 0.0716957787676742 0.0920074334247208 0.30849793157703603 0.552590914653841 0.298954478709399 -0.3492313067728856 1
-1.0084399524377252 -0.48153115095427795 1.05954227713479 0.647117402910268 0.905586233912649 0.81936824001549 -0.0911835663506086 0.504134851323607 0.16106433631308098 -0.7650537769496619 -0.55054534794377 1.4802860202577799 -0.105359122514952 -0.8048414547593191 -0.819901849432008 0.9168817664694271 0.20115053886491396 0.8748906322700191 0.941476678511478 0.272698476205832 -0.0425151328862889 0.0706328691882125 0.192490772493404 -0.174659253437827 -0.43890807294748796 0.23925899660983105 -0.217823405004998 -0.0728522476980958 0.0104633125817071 -0.3492313067728856 1
0.3050059243592329 -1.0006105198593298 3.34685000184439 -5.53449117133595 6.83580203854396 -0.299803293657807 0.0959512989990878 -2.4404192739471298 1.28630119597073 -2.7664382829403995 -4.45800770078481 4.69653339192897 -8.76211333956078 0.985826601093264 -7.320272022110231 -1.06384045772504 -3.37112471078725 -4.25115786762875 -0.43005729986925 1.80401333906519 1.18981379228675 0.43975676434589706 -0.694099203587273 0.299660329499667 -0.657600627722995 0.10164755898034401 0.43045743916941503 0.824685450418745 0.326952273050223 0.3909343903108481 1
1.2589509272415538 0.6677136413747979 3.0415023762052704 -5.84511195572955 5.967587038446701 0.213863332794167 -1.4629228111071202 -2.68876058357809 0.677763512400754 -3.44759589638668 -4.707570806112041 4.90581986504193 -5.20837397192841 0.532498380473016 -10.5440113995705 -1.3074187011067 -2.1335934878906997 -5.13308149079721 -1.06215078075411 -0.819371096333784 0.558424597641949 0.32976014592914 -0.941383471890008 -0.00607466234002341 -0.958925352213278 0.23929786494655103 -0.0673556786513241 0.8210475859116529 0.42617525159676595 -0.3262822920196818 1
-0.0871347313365482 -2.40558049004183 3.7382349648067303 -2.31784304058402 1.36744244056479 0.39400112765787 1.91993798476143 -3.1069420475368195 -10.7644025337266 3.3535248599039 0.369936028027435 0.382172176843061 -2.26293253493218 1.2106045832166399 -1.88061870491121 -0.934160416330735 0.235476804417352 3.32156931100987 1.90627082950488 -0.5813556906470569 -2.14087382269319 10.0059980130045 -2.4549640950160097 1.6849569469609198 0.118263083149952 -1.53138011163519 -0.6953075711194662 -0.15250156201687698 -0.138866256312262 -0.32528277047119725 1
-0.20065799816373947 -7.03030814445441 3.4219909046755297 -9.52507177254752 5.27089100906596 -4.02463027558805 -2.86568161775739 -6.989194734394459 3.7915509375591294 -4.62273033596451 -8.40966487562735 6.30904400603177 -8.57676143258937 0.24674671692986203 -11.534046018150802 -0.36426513875870004 -5.45249465771382 -11.8875700201872 -3.5635848100701097 0.8760187681566278 0.545698040621445 1.10339774484256 -0.541854751589521 0.0369432219896495 -0.355519004066217 0.35363438209700004 1.04245799282131 1.35951563156376 -0.272188101257294 -0.35322939296682354 1
1.3028777561418545 -0.12977761084334902 0.141547455482355 -0.8947018696977029 -0.45766224456131505 0.8106079809398701 -0.5047233851017551 1.3735875460719902 -0.20947645080754998 0.20849395363516898 -1.6136183385023501 -0.8001504163918678 0.5014352421174171 1.11801432626547 -1.81638414654661 -0.681282550845059 0.105946450120805 0.716591309767583 0.20528462271997697 -0.0513220971157383 0.399447041317156 -0.0326432954176307 -0.246526436107371 0.48410776466626504 0.35963657663193704 -0.435972450825985 -0.24848031151748803 0.0215269254860304 0.109191896780292 0.3948525147809074 1
-1.5684333181835048 -15.2713618637585 8.32658106147414 -22.3385905133352 11.8853128922128 -8.72133435613386 -2.32430694897567 -16.1964186599881 0.5128818204244849 -6.3336851559474505 -13.175198078736 9.939819741725689 -14.2254557039818 0.7160336651928729 -14.0047761755606 -0.329447848153274 -8.0594194070953 -12.122008815823698 -4.7997101325496105 0.6862271635974581 0.993121017282391 -2.3568962794623 1.06801917704623 1.0856171672433799 -1.03979707801119 -0.18200613624667303 0.649920860777984 2.14924707788821 -1.40681133211222 -0.3492313067728856 1

CORRECT VALUES - 

Time V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 Amount class
-0.20842837202002468 1.07213171337686 -0.2816891182387 1.1882542905512 1.7396336528625602 -0.8481136274386669 0.564671891096061 -0.6339822916911031 0.371499978480976 1.48473456352774 -0.372933051690284 -1.3703814375876102 0.161307438199288 -1.8102328430466001 -0.43454061075798794 -1.53390402048031 -1.07378024389573 0.8627690222278699 -1.16375028009722 0.183810583824839 -0.301033763307833 -0.43125408762814904 -0.8476814210491809 0.100169974023655 0.0394749704942784 0.37236123309163793 -0.504906487940887 0.0805800627541363 0.0260289178604425 -0.2972561862516922 0
0.7041378107332977 -0.276624458166218 0.7171833384718621 -0.11679031448048402 -0.8490862900698979 0.869928729619617 -1.17260174616476 1.08151408478735 -0.10547656077992999 -0.29684093992892796 -1.2090140571214198 1.11498099122249 0.159923160416731 -0.834077052184212 -0.5511045879769481 -0.445583043446109 0.578707278598794 -0.0480446274633341 1.03692393574362 -0.9896759851210091 -0.14863371484075302 0.34463745861448897 0.8973290080044009 -0.250355395414415 -0.076955638515494 0.178874871246222 -0.254741848928 0.0263219559374177 0.053940942405809 -0.2082587875746333 0
-0.40529890096964655 0.60029142531662 -1.48615315114539 -0.0574996489403439 -1.30198935238634 -1.1245360760386 -0.515804839978394 -0.0145077827681882 0.0344521752674224 1.2497256521387101 -1.03854156205597 1.6294841947251002 0.724591047240424 -1.27935712952457 0.799903883154204 1.57777537069462 -0.334373936902056 -0.0978071314313282 0.165817276068974 0.527161391815692 0.47832095138083897 0.173636743576558 -0.193367656291905 -0.23847769077849001 0.0285637074542824 0.126637137739393 -0.13987062083833401 -0.0454580327924843 0.059426286586183 0.9600219791559769 0
0.8100802250177718 1.7836041215418799 -0.8053555639020981 -0.17168087007604302 -0.429198866448409 -1.3467079255836 -1.3986765631345799 -0.385832298140938 -0.292775248615 1.29017232304771 -0.46668904346150003 0.38918712994921995 1.43213663863489 1.35425431721318 -0.24749627782168998 1.02438773915224 -0.13094839607908598 -0.206210531273449 -0.444763839095366 -0.376493167049584 0.0899207063720582 0.317986965111176 0.9385171467543291 0.19193943448663 0.9854667699735581 -0.464336862314895 0.63823504056928 -0.0437391526508562 -0.0231321259192139 0.07856391597847565 0
0.46702558953608503 2.04159769873422 -0.5579624731179239 -2.5445832430525295 -0.8446524881714399 2.2485020792515202 3.48086733581046 -0.639779153511146 0.8295738898370061 0.997347959230091 -0.17888072289795498 -0.29817425388631397 0.532228788524177 -0.312202472546388 0.252400979180485 -0.0175843917104613 -0.725456379827281 -0.129705484117696 -0.561499052538452 0.14973735736536403 -0.178507216531858 0.074686625233852 0.43661413011084205 0.0778410447164386 0.7629110406939941 0.237731580871232 0.215783262454995 -0.0064468166922682394 -0.069697013998112 -0.3492313067728856 0
-0.7604618425959512 1.34517273396332 -0.672536528953101 0.623840439705583 -0.7492837025000558 -1.28536194401349 -0.6760625166025721 -0.8591483725760859 0.0594186546257917 -0.714179087728482 0.827082333342945 1.20604537275899 -0.684329458513843 -1.3484980833728 0.261734725445877 0.33763991525336695 1.53299845686889 0.015770617094658 -0.6433290877023149 0.7735725572322529 0.00309240721775947 0.144224276436448 0.207835538500095 0.0177398050157338 0.307723878585465 0.280575581427284 -0.296117451347034 0.00117781359144036 0.00919313913184149 -0.2892600138638163 0
-0.26941211914143925 1.1909356836761398 0.292382141871224 0.40797798658007706 0.722884143710303 -0.372621375518141 -0.7973936828131061 -0.007187382031893691 -0.0671534656650175 0.0566102493296174 -0.317320075218133 0.3898366318287271 0.25163898117988104 -0.18177307520962696 -0.173927062607788 1.35830372658136 0.106596716056921 0.410319074488084 -0.813833731116114 -0.677074388599177 -0.145263767530944 -0.242682297801651 -0.6824096810230009 0.20351695775668804 0.350966184472527 0.0888169006085026 0.105088022324563 -0.00823160983377298 0.0299158001642934 -0.34807186177664357 0
0.9617183337958471 2.03658671290932 -0.542964885055477 -0.7340078064559141 0.25802944391253096 -0.333249526984016 0.19264754816346 -0.7720107687031411 0.16367570406526402 1.73342649123797 -0.12814332223265598 -1.92910251703867 -0.5943007119852529 -1.2207174299485701 0.03839619138110201 0.736133496465345 0.38847918398908504 -0.708882169557163 0.658875847331473 0.0703912372612253 -0.262115161397764 0.12185192922427401 0.50202234923294 0.0802780554258121 0.0152814801194922 -0.0286120797476639 -0.19796679281896104 0.0260668202861725 -0.0399877386506787 -0.3132885118893834 0
-0.2830365957946006 -1.47930754352128 1.00922678081857 0.238622508419994 0.0947613525353506 -0.0641080715786439 -1.27828422860449 0.6482150233543721 -0.14859644725085003 0.282018540341216 0.6607770222255039 -0.660746727192195 -0.6900826841337628 -1.2155379591651299 0.315542597752354 0.7623030699640609 -0.0356113442010805 -0.274753643434498 -0.232892412974835 0.0194784899780622 -0.417918165113789 -0.116537051108386 0.11600451080386 0.24317304431135503 0.371257890819454 -0.20708577011340198 0.16062779909776598 -1.04256562071494 -0.787309872224189 -0.32524278960925784 0
1.0918352445220973 -0.847231499281709 -0.11818661522587501 1.3674127895564199 -0.924240383798725 1.2434683469816499 1.9776048028064999 3.908637335497261e-06 0.6290844192397471 0.6848764500018311 -0.602036695090707 -0.515126414861128 -0.42916745509890003 -1.0526752226187601 -0.25277111560204896 1.24501902770308 -1.00302281071325 0.5441965688967739 -1.56288205919248 -1.80348971483147 0.101671383605613 0.29265719054963896 1.19616620561854 -0.0598704137802841 -0.7405742245365 -0.379983468425503 0.7113179094477842 0.215837747586159 -0.0309002708259387 -0.19850345726142465 0
